nome;precoNormal;precoPromo;desc;categoria;img
ESPUMANTE LIRICA CRUA ROSE;96.9;49.9;Versão Rosé do aclamado Lírica Crua. Exibe cor rosa pálido, com a típica turbidez e perlage muito fino. O aroma revela bela complexidade de notas florais e minerais, junto de pequenos frutos vermelhos frescos e pão fresco. Médio corpo, estruturado, com textura rica e acidez vibrante. O conjunto é bastante seco, com equilíbrio impecável e final elegante e persistente. Mais um espumante incrível da Hermann, sem dúvida entre os melhores feitos no Brasil!;espumante;https://fibo.promokit.com.br/images/empresa/ccf58420-0a48-11ef-a651-9170c0586657.png
CHAMPAGNE CHANDON PASSION ON ICE;94.9;84.9;"Chandon Passion tem uma personalidade única e intensa, com notas de maracujá, pêssego, lichia, acrescidas de toques de rosas; e uma cor rosada inconfundível. Um aperitivo atraente, especialmente quando servido com gelo.";champanhe;https://fibo.promokit.com.br/images/empresa/faacefb0-0d5a-11ef-bb3b-f169950e1ec1.png
CHAMPAGNE MOET CHANDON BRUT IMPERIAL;489.9;369.9;Champagne branco brut seco, elaborado e produzido em Champagne, na França. Fino, floral, tem complexidade, base firme a amêndoas com tostado sutil, elegante e vivaz. Seco, revela boa persistência, belo frescor e movimento. O estilo Moët & Chandon é a expressão do solo da região de Champagne. Baseia-se sobre a diversidade das safras para elaborar champagnes completos e perfeitamente estruturados. País França Harmonização Entradas, aperitivos, frutos do mar e pescados. Teor Alcoólico 12%;champanhe;https://fibo.promokit.com.br/images/empresa/99f575c0-dc7c-11ee-a590-77f3fe7eb9e4.png
ESPUMANTE GARIBALDI MOSCATEL;59.9;34.9;Visual Coloração clara com reflexos esverdeados e aspecto brilhante com ótima formação de perlage. Olfato Aromas com notas de melão, maçã verde, flores brancas e um toque de mel. Paladar Suave e cremoso, com acidez equilibrada e refrescante. Temperatura de Serviço Melhor apreciado a 4°C.;espumante;https://fibo.promokit.com.br/images/empresa/0508beb0-0d62-11ef-b071-f1e909dd9776.png
ESPUMANTE GARIBALDI PROSECCO ROSE;59.9;34.9;Espumante Natural Rosé Brut elaborado pelo método Charmat. Coloração rosé delicada com perlage fino, intenso e persistente. No paladar se demonstra delicado e cremoso, com uma acidez equilibrada e refrescante. Combina com canapés, saladas, sopas cremosas, peixes leves, frutos do mar e queijos. Espumante natural rosé brut - Teor alcoólico: 11,5% - 750ml;espumante;https://fibo.promokit.com.br/images/empresa/23ea3970-f350-11ee-bdf9-77dac3760d1a.png
ESPUMANTE CASA PERINE VINTAGE LIQUEUR;89.9;74.9;Elaborado com as uvas moscatéis da região da Indicação de Procedência da Farroupilha, famosa e reconhecida por sua excelência na produção desta variedade no Brasil.;espumante;https://fibo.promokit.com.br/images/empresa/234f2110-9616-11ef-9c96-35a30b93831d.png
ESPUMANTE CASA VALDUGA BLANC DE NOIR BRUT;199.9;168.9;Elaborado exclusivamente com uvas Chardonnay de safras especiais, através do método champenoise, permanece em autólise de leveduras por 36 meses. Encantador, possui coloração amarelo palha e um fino perlage. O bouquet revela grande intensidade e elegância, com perfeita harmonia entre as notas frutadas e as finas nuances amanteigadas e de brioche. A delicadeza da Chardonnay se transforma em um espumante único, com excelente cremosidade e frescor.;espumante;https://fibo.promokit.com.br/images/empresa/cc1d8340-f13d-11ef-aaf0-a39d36bd80b4.png
ESPUMANTE CASA VALDUGA 130 BRUT;139.9;119.9;Elaborado exclusivamente com uvas Chardonnay de safras especiais, através do método champenoise, permanece em autólise de leveduras por 36 meses. Encantador, possui coloração amarelo palha e um fino perlage. O bouquet revela grande intensidade e elegância, com perfeita harmonia entre as notas frutadas e as finas nuances amanteigadas e de brioche. A delicadeza da Chardonnay se transforma em um espumante único, com excelente cremosidade e frescor.;espumante;https://fibo.promokit.com.br/images/empresa/055a6010-f13e-11ef-8f53-6dabd3a1fc22.png
CHAMPAGNE DOM PERIGNON BRUT 750;1899;1599.9;"Champagne branco para aguçar os melhores paladares! Comemore, festeje e brinde com Dom Pérignon! De origem francesa, elaborada unicamente nos anos excepcionais, a Cuvée Dom Pérignon é produzida a partir das castas nobres Chardonnay e Pinot Noir dos vinhedos selecionados entre os melhores ""crus"" da região. Depois de um longo envelhecimento nas adegas (entre 6 e 8 anos), a Cuvée Dom Pérignon adquire toda a sua fineza e complexidade.";champanhe;https://fibo.promokit.com.br/images/empresa/39b66820-032a-11ef-93d6-7d324d680805.png
CHAMPAGNE VEUVE CLICQUOT BRUT;399.9;379.9;Veuve Clicquot Brut é uma champagne De coloração amarelo claro, textura potente, caracterizada por uma acidez acre e um sopro de ineralidade, oferece notas sutis de pêssego branco, anis, biscoito e kinkan. O final refinado ecoa numa nota defumada. Com um assemblage marcado pela uva pinot noir e uma forte presença de vinhos de reserva, Brut Yellow Label é a melhor expressão do estilo Veuve Clicquot. Um champagne poderoso e complexo, oferece persistência aromática que sua marca na memória por um longo tempo. Um assemblage consiste deixa nte que tem sido protegido por um pequeno grupo de apenas dez Chefs de Cave em mais de 240 anos de existência da Maison. Veuve Clicquot Brut, com seu tom dourado, conquistou o mundo sem esquecer suas raízes.;champanhe;https://fibo.promokit.com.br/images/empresa/d516f110-dc7c-11ee-b6bf-95b889d0a534.png
CHAMPAGNER VEUVE CLICOT ROSE;519.9;399.9;Champagne Veuve Clicquot Rosé 750ml Em 1805, Madame Clicquot, uma jovem viúva de 27 anos, assumiu as rédeas da Casa fundada em Reims em 1772 e tornou-se uma das primeiras empresárias da história. Ousada e visionária, ela tornou seu champanhe conhecido pelo mundo Know How & Craftsmanship: Por mais de 200 anos, a House manteve-se fiel ao seu lema: ‘Apenas uma qualidade, a melhor’. É um presente perfeito que aprimora qualquer celebração ou ocasião especial. A Veuve Clicquot foi a primeira Casa a criar um Champanhe Rosé. Combina elegância e talento, com uma cor rosa brilhante e uma sensação frutada harmoniosa no palato. De aroma generoso e elegante, iniciando com frutas vermelhas frescas (framboesa, morango silvestre, cereja, amora), levando a notas de frutas secas e biscoito (amêndoa, damasco e brioche). Encorpado e deliciosamente frutado, com sabores intensos de suculentos morangos maduros e cerejas, o Rosé da Veuve Clicquot é uma explosão de frutas vermelhas. Harmoniza perfeitamente com atum, carpaccio de carne bovina, pato, tomates e frutas vermelhas. Servir entre 8ºC e 10ºC. Amadurecimento: 3 anos Teor Alcoólico: 12,5% Variedades: 50 - 55% Pinot noir 15 - 20% Meunier 28 - 33% Chardonnay Até 45% de vinho reserva;champanhe;https://fibo.promokit.com.br/images/empresa/88a679a0-75fa-11ef-8814-5905ac7c307f.png
CHAMPAGNE PERRIE JOUET BRUT;399.9;379.9;Uma bebida para ser degustada por refinados paladares e amantes de champagne. Com leve presença de frutas exóticas e flores, é perfeitamente equilibrada e vívida. O caractér liso e redondo reflete o charme e a elegância própria do Grand Brut Perrier Jouët. Equilíbrio floral (flores brancas, acácia, espinheiro), notas de frutas brancas, vivaz, dinâmica, fresca, sutil, riqueza aromática com aromas que evoluem numa paleta grande, mas com um toque leve. Paladar frutas primárias se misturam num vinho completo, com amêndoa e levedura que enche a boca com sua concentração e toque cítrico.;champanhe;https://fibo.promokit.com.br/images/empresa/301b19f0-0708-11ef-9b77-e59595396da9.png
CHAMPGNE RUIMART ROSE;649.9;599.9;A maison mais antiga de Champagne, a Ruinart foi fundada em Reims em 1729, quando a família Ruinart adquiriu o terreno onde hoje está localizada a propriedade. Com suas galerias palacianas, salões e pátio, a maison em si é impressionante o suficiente, mas talvez a característica mais impressionante de todas esteja no subsolo: as adegas subterrâneas localizadas em grutas conhecidas como crayères, que se estendem por aproximadamente 8 km e se erguem em três níveis. São nas crayères que, desde o século 18, a Ruinart armazena e envelhece seu precioso vinho espumante. O Champagne Blanc de Blancs da Ruinard é uma assemblage de vinhos 100% Chardonnay de diferentes safras, sendo 20 a 25% dos quais são vinhos de reserva dos 2 anos anteriores, a grande maioria dos Premiers Crus das vinhas Côte des Blancs e Montagne de Reims para refinamento aromático, complementados por vinhos Sézannais conhecidos por fornecerem maturidade. Por fim, vários vinhos do norte do vale do Vesle dão um toque leve e fresco. No nariz, é muito intenso no início, com notas de fruta fresca, especialmente cítricos maduros. Um segundo nariz floral refinado com notas de flores brancas e frutas (pêssegos brancos, abacaxi). Ataque suave e harmonioso na boca, muito arredondado. Linda cor amarelo dourado pálido com suaves reflexos verdes, uma cor vibrante e luminosa. Efervescência ativa com liberação persistente de bolhas.;champanhe;https://fibo.promokit.com.br/images/empresa/df6f05a0-0d4e-11ef-831b-2593659ee5a4.png
WHISKY BALLANTINES 17 ANOS;350.9;269.9;Scotch Whisky envelhecido em barris de carvalho por pelo menos 17 anos. Seu paladar tem toques especiais de mel, madeira e turfa. Um dos líderes de vendas na Coréia, Japão, China e Taiwan - principais mercados para uísques envelhecidos. Teor alcoólico 40% vol. Volume: 750 ml (vidro).;whisky;https://fibo.promokit.com.br/images/empresa/eec55d20-fc27-11ee-84b1-dfbd47750c53.png
Chivas 25 anos;3509;3290.9;Whisky Chivas Regal 25 anos Original é um blend raro e exclusivo dos melhores whiskies escoceses, disponíveis somente em um lançamento limitado, com cada garrafa individualmente numerada.;whisky;https://fibo.promokit.com.br/images/empresa/541da5d0-fc26-11ee-b516-3fec8e129166.png
WISKY JACK DANIEL´S SINATRA;689.9;599.9;O Whisky Jack Daniel’s sempre foi uma das bebidas favoritas do grande nome da música Frank Sinatra. Para celebrar essa lendária amizade Jack Daniel’s lança o blend especial “Sinatra Select”. Um blend envelhecido em barris especiais para criar uma bebida com uma rica cor âmbar um paladar exclusivo e suave. Um whiskey que reflete a personalidade audaz e clássica de Frank Sinatra.;whisky;https://fibo.promokit.com.br/images/empresa/1d7cc940-fc29-11ee-8a5b-99f10d0cb82e.png
ROYAL SALUT 21 ANOS AZUL 700 ML;1076;799.9;Criado em homenagem à coroação da Rainha Elizabeth II em 1953, Royal Salute 21 anos se distingue pela fragrância de flores de outono que precede um aroma intenso e profundo de frutas. Ao paladar, o defumado de carvalho é intensificado por uma poderosa fragrância floral e uma aveludada cremosidade que envolve toda a boca. Produzido apenas com os melhores whiskies, adere à tradição exclusiva da marca de utilizar apenas whiskies que pacientemente maturaram por pelo menos 21 anos. O Royal Salute 21 anos é um estimado whisky apresentado em uma icônica garrafa de porcelana inglesa, todas inspiradas nas cores das joias da Coroa Real: azul (safira), vermelha (rubi) e verde (esmeralda). O whisky Royal Salute 21 anos possui graduação alcóolica de 40%.;whisky;https://fibo.promokit.com.br/images/empresa/7419b4e0-026c-11ef-9f65-bd83ecd96b7e.png
WISKY MACALLAN 18 ANOS DOUBLE CASK;2990.9;2390;O Whisky 18 Years Old Double Cask The Macallan possui aromas de bolo de laranja, xarope de gengibre, caramel, frutos secos e especiarias. Na boca demonstra passas com notas de caramelo, baunilha, especiarias, noz moscada, canela e laranja. Esse whisky possui um final de especiarias quentes, laranja, chocolate e carvalho equilibrado. A The Macallan foi fundada em 1824, com o desejo de criar maltes únicos e inigualáveis, a marca tem um compromisso de colocar barris xerez no coração do malte Macallan. Whiskies originais, artesanais, tostados e temperados com a supervisão do olhar atento do Macallan Master of Wood.;whisky;https://fibo.promokit.com.br/images/empresa/fcb827d0-fc29-11ee-9556-67f7d8812da6.png
WHISKY ABERLOUR 14 ANOS DOUBLE CASK;399.9;369.9;"Whisky Aberlour 14 Anos 700ml - Single Malt. Aberlour foi fundada em 1879 na cidade de mesmo nome por James Flemming, um respeitado empresário e filantropo da região de Speyside, conhecida como a capital do single malt escocês. A destilaria é conhecida por seus uísques produzidos usando apenas ingredientes cultivados localmente e amadurecidos em barris selecionados da América e da Espanha. Apresentando o Aberlour 14 anos. Uma nova expressão, produzida em lotes individuais, que celebra a crença de que, às vezes, menos é mais. Nossa filosofia artesanal combina a habilidade cuidadosa dos fabricantes com um profundo entendimento e respeito pelo processo de maturação natural. Esta abordagem permite que a melhor cevada e água da nascente de Birkenbush retenha seu caráter inerente; transmitindo notas suaves de groselha preta e toques cítricos ao nosso destilado. Notas de sabor únicas que ainda são perceptíveis no produto final.";whisky;https://fibo.promokit.com.br/images/empresa/1dbeea60-0966-11ef-ab01-eb31e66d3d14.png
WHISKY AME EAGLE RARE 750 ML;229.9;199.9;Whisky ame eagle;whisky;https://fibo.promokit.com.br/images/empresa/a98e7250-0e42-11ef-98bb-1db98a37e2d5.png
WHISKY BALLANTINES 10 ANOS;149.9;99.9;Um whisky escocês envelhecido por 10 anos em barris de carvalho americano, que une os pontos fortes de ambas as tradições: o caráter distintivo do whisky escocês e a doçura proveniente dos barris americanos.;whisky;https://fibo.promokit.com.br/images/empresa/ad231780-503d-11ef-9a2a-ab960239f5eb.png
WHISKY BUCHANAN S 1 litro;189.9;179.9;Whisky Buchanan's foi criado há mais de um século atrás por James Buchanan. Em 1879, vivendo em Londres, começou a buscar por uma mistura que tivesse tanto qualidade quanto um sabor inconfundível. Em 1884, ele tinha criado um blend que ia ao encontro de seu desejo e como garantia da excepcional qualidade desse produto, colocou seu próprio nome nele. Os maltes e grãos de Whisky utilizados na fabricação de Buchanan's Special Reserve descansam por, no mínimo, 12 anos. Dalwhinnie é o principal single malte usado em sua composição.;whisky;https://fibo.promokit.com.br/images/empresa/867355a0-017d-11ef-b4f8-a9258a5bfcdf.png
WHISKY CHIVAS REGAL 12 ANOS 1 LITRO;139.9;129.9;"Para chivas, o sucesso é um blend, na vida e no scotch; em quase 220 anos de marca, nos sustentamos nos pilares de sucesso compartilhado, empreendedorismo e generosidade, assim como nossos criadores, john e james chivas Com notas de mel, baunilha e maçãs, chivas 12 anos é o blended scotch whisky ideal para seu drink favorito ou on the rocks - acompanhado de algumas pedras de gelo Sugestão de drink: chivas colins - em um copo alto com gelo, adicione 60ml de chivas 12 anos; complete com 120ml de refrigerante citrus, mexa levemente e finalize com três fatias de maçã verde Harmonização ideal: carnes brancas, peixes, avelãs, caramelo Composição: combinação de malte whiskies e destilado alcoólico simples de cereais (grain whisky) envelhecidos, corante caramelo e água Whisky escocês 12 anos";whisky;https://fibo.promokit.com.br/images/empresa/c8703340-026a-11ef-b03a-e72574b32427.png
